"File Date","Status","Record Number","Record Type","Address","Description","Short Notes",
"06/15/2026","Permit Issued","P2600779","(P) - Plumbing - 3+ Residential Units or commercial (Building)","5152 FOOTHILL BLVD, Oakland CA 94601","Install New Toilet and Vanity and Sink and Faucet in Bathroom",,
"06/15/2026","Permit Issued","E2601464","(E) - Electrical - 3+ Residential Units or Commercial (Building)","5152 FOOTHILL BLVD, Oakland CA 94601","Install new GFIC circuits and Recessed L:ighting and Switches and Plugs in Both Kitchen and Bathroom",,
"06/15/2026","Permit Issued","SEA2600534","SolarApp+ (For roof mounted residential solar projects not exceeding 38.4kw total done with SolarApp+- contractor use)","987 GRACE AVE, Oakland CA 94608","INSTALL RESIDENTIAL ROOF MOUNTED SOLAR PV & BATTERY SYSTEM: 6.16 KW DC, 5.32 KW AC - (14) PANELS + (14) MICROINVERTERS + (1) BATTERY",,
"06/15/2026","Permit Issued","RM2600751","(RM) - Mechanical - 1 & 2 Unit Residential (Building)","2468 99TH AVE, Oakland CA 94605","Remove and Replace Furnace like for like same location (Basement)",,
"06/15/2026","Complete","BW26001840","(BW) - Building Worksheet (Building)","4201 MALCOLM AVE, Oakland CA 94605","REPLACING 4 EXISTING WINDOWS USING NAIL ON INSTALLATION. EXISTING WINDOWS ARE WOOD, PROPOSED NEW WINDOWS ARE WOOD CLAD WINDOWS BY MARVIN. REPLACEMENTS WILL NOT CHANGE OPENINGS.",,
"06/15/2026","Permit Issued","CGS2601449","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","3826 LINCOLN AVE, Oakland CA 94602",,,
"06/15/2026","In Progress","TR-ND26-00062","(ND) - Non-Developmental Tree Permit (OPW)","4786 LINCOLN AVE, Oakland CA 94602","At the California Oakland Temple, they would like a Holly Oak removed since it is dropping too much debris into their air units.",,
"06/15/2026","Certificate Issued","R2600743","(R) - ReRoof Certificate (Building)","132 MARLOW DR, Oakland CA 94605","Removal of existing roofing materials and installation of new class-A roofing assembly.",,
"06/15/2026","Permit Issued","SEA2600538","SolarApp+ (For roof mounted residential solar projects not exceeding 38.4kw total done with SolarApp+- contractor use)","4356 BERMUDA AVE, Oakland CA 94619","To install 4.10 kW roof mounted solar array with a tesla PW3",,
"06/15/2026","Completed Cert Received","R2600741","(R) - ReRoof Certificate (Building)","8 WINDWARD HL, Oakland CA 94618","Removal of existing roofing materials and installation of new class-A roofing assembly.",,
"06/15/2026","Permit Issued","P2600780","(P) - Plumbing - 3+ Residential Units or commercial (Building)","941 APGAR ST, Oakland CA 94608","altrate a gas line",,
"06/15/2026","Inspections - In Progress","SL2601149","(SL) - Sewer Lateral (OPW)","1100 GLENCOURT DR, Oakland CA 94611","Sewer repair PSL",,
"06/15/2026","Permit Issued","SE2600536","Solar Permit (For commercial projects, residential projects not eligible for SolarApp+, or owner/builder or contractor use)","2966 EL MONTE AVE, Oakland CA 94605","5.4 KW DC (12) Panels Roof Mount PV system with (1) ESS",,
"06/15/2026","Permit Issued","RE2601473","(RE) - Electrical - 1 & 2 Unit Residential (Building)","618 BOULEVARD WY, Oakland CA 94610","upgrading and relocating 50 AMP main panel to 200 AMP main panel",,
"06/15/2026","Permit Issued","RM2600752","(RM) - Mechanical - 1 & 2 Unit Residential (Building)","9644 D ST, Oakland CA 94603","Add A/C to front house and back house",,
"06/15/2026","Void","BW26001857","(BW) - Building Worksheet (Building)","2667 PARKER AVE, Oakland CA 94605","1. Extend existing kitchen 2. New Kitchen remodel 3. New ADU addition   1bedroom 1 bathroom, kitchen & living room",,
"06/15/2026","Pending - Incomplete","BW26001856","(BW) - Building Worksheet (Building)","2667 PARKER AVE, Oakland CA 94605","1. Extend existing kitchen 2. New Kitchen remodel 3. New ADU addition   1bedroom 1 bathroom, kitchen & living room",,
"06/15/2026",,"26TMP-028867","DOT - Curb Gutter Sidewalk Provisional Certificate","350 PERKINS ST, Oakland CA 94610",,,
"06/15/2026","Pending - Incomplete","BW26001839","(BW) - Building Worksheet (Building)","169 SANTA ROSA AVE, Oakland CA 94610","Transfer Permit to our Company. B2202905",,
"06/15/2026","Completed Cert Received","R2600744","(R) - ReRoof Certificate (Building)","9651 D ST, Oakland CA 94603","TEAR OFF OLD SHINGLE SYSTEM AND REINSTALL NEW TITLE 24 COOL ROOF SHINGLES ON HOMES ROOF.",,
"06/15/2026","Permit Issued","SEA2600535","SolarApp+ (For roof mounted residential solar projects not exceeding 38.4kw total done with SolarApp+- contractor use)","3867 BROWN AVE, Oakland CA 94619","4.95 KW DC (11) Panels Roof Mount PV system with (1) ESS",,
"06/15/2026","Permit Issued","RE2601472","(RE) - Electrical - 1 & 2 Unit Residential (Building)","10168 FOOTHILL BLVD, Oakland CA 94605","Installation of level 2 EV charger.",,
"06/15/2026","Complete","BW26001842","(BW) - Building Worksheet (Building)","5915 SAN PABLO AVE, Oakland CA 94608","Replace 16 windows and sliding door",,
"06/15/2026","Complete","BW26001852","(BW) - Building Worksheet (Building)","6915 CHAMBERS DR, Oakland CA 94611","Building Plan Check Revision-RE2600688",,
"06/15/2026",,"26TMP-028796","(BW) - Building Worksheet (Building)","3033 MONTEREY BLVD, Oakland CA 94608","To continue the existing permit RBC1901632",,
"06/15/2026","Permit Issued","RE2601475","(RE) - Electrical - 1 & 2 Unit Residential (Building)","417 MODOC AVE, Oakland CA 94618","200amp service upgrade and installation of 200 amp sub panel in garage. knob and tube removal using the fishing method",,
"06/15/2026","Pending - Incomplete","BW26001853","(BW) - Building Worksheet (Building)","9769 GOLF LINKS RD, Oakland CA 94605","oakland zoo - gondola repair shed:above existing concrete slab on grade construct a steel structure with raised working platform and partial enclosure to improve existing gondola maintenance work area",,
"06/15/2026","Void","BW26001845","(BW) - Building Worksheet (Building)","2064 ASILOMAR DR, Oakland CA 94611","Roof-mount PV 8.28kW DC and ESS 10kWh AC. Added 2 modules and micro inverters, changedmounting, new SolarApp permit pulled.",,
"06/15/2026","Permit Issued","RE2601474","(RE) - Electrical - 1 & 2 Unit Residential (Building)","2715 RAWSON ST, Oakland CA 94619","Installation of a Level 2 EV Charger",,
"06/15/2026","Permit Issued","RE2601471","(RE) - Electrical - 1 & 2 Unit Residential (Building)","5345 ESTATES DR, Oakland CA 94618","Replace existing 150A Zinsco electrical service panel with a new 150A main breaker load center.",,
"06/15/2026","Inspections - In Progress","SL2601150","(SL) - Sewer Lateral (OPW)","4300 TOMPKINS AVE, Oakland CA 94619","Repair/replace building sewer ON PROPERTY ONLY. SL & X required beyond PL. Overflow device may be needed. If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. USA # and date must be provided in order to have a permit issued. Permit valid for 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.  Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov USA # 2026010808383-000",,
"06/15/2026","Permit Issued","SEA2600537","SolarApp+ (For roof mounted residential solar projects not exceeding 38.4kw total done with SolarApp+- contractor use)","101 CHADBOURNE WY, Oakland CA 94619","Roof Mount PV system with Storage",,
"06/15/2026","Permit Issued","CGS2601447","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","5710 MARGARIDO DR, Oakland CA 94618",,,
"06/15/2026","Completed Cert Received","R2600745","(R) - ReRoof Certificate (Building)","1050 102ND AVE, Oakland CA 94603","TEAR OFF AND REINSTALL COMPOSITION SHINGLE SYSTEM IN HOMES ROOF.",,
"06/15/2026","Permit Issued","RBC2601718","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","15 AGNES ST, Oakland CA 94618","Replace 8 retrofit windows and 1 retrofit slidng door. Same size and location, no MEP.",,
"06/15/2026","Permit Issued","CGS2601446","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","5501 THOMAS AVE, Oakland CA 94618",,,
"06/15/2026","Permit Issued","E2601461","(E) - Electrical - 3+ Residential Units or Commercial (Building)","1467 83RD AVE, Oakland CA 94621","County has primary address as 1467 83rd ave however issue is in rear of property at 8219 holly street. Meter reset permit is needed.",,
"06/15/2026","Inspections - In Progress","SL2601154","(SL) - Sewer Lateral (OPW)","1137 76TH AVE, Oakland CA 94621","Repair/replace building sewer ON PROPERTY ONLY. SL & X required beyond PL. Overflow device may be needed. If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. USA # and date must be provided in order to have a permit issued. Permit valid for 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.  Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov",,
"06/15/2026","Completed Cert Received","R2600740","(R) - ReRoof Certificate (Building)","3414 65TH AVE, Oakland CA 94605","Replace all underlayment,  metal flashings and shingles with new materials. No new sheathing",,
"06/15/2026","Permit Issued","CGS2601450","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","5915 SAN PABLO AVE, Oakland CA 94608",,,
"06/15/2026","Inspections - In Progress","SL2601152","(SL) - Sewer Lateral (OPW)","1024 25TH AVE, Oakland CA 94601","Repair/replace sewer lateral and EXCAVATE in PUBLIC RIGHT-OF-WAY. Overflow device may be needed.  If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.  Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov.",,
"06/15/2026","Pending - Incomplete","BW26001854","(BW) - Building Worksheet (Building)","901 77TH AVE, Oakland CA 94621","Application to demolish existing loft, legalize replacement of water heater and associated electrical work.Work to abate CEC #2506112",,
"06/15/2026","Pending-Document Uploaded","R2600742","(R) - ReRoof Certificate (Building)","5152 FOOTHILL BLVD, Oakland CA 94601","REMOVE FLAT ROOF MEMBRANE AND REPLACE WITH NEW TORCH DOWN MEMBRANE LAYER",,
"06/15/2026","Certificate Issued","R2600746","(R) - ReRoof Certificate (Building)","2080 HARRINGTON AVE, Oakland CA 94601","1,600sq-ft of Roof overlay-new synthetic underlayment,30-year shingles, new roof flashings, new attic ventilations and new metals.",,
"06/15/2026","Permit Issued","CGS2601451","DOT - Curb Gutter Sidewalk Provisional Certificate","350 PERKINS ST, Oakland CA 94610",,,
"06/15/2026","Complete","BW26001847","(BW) - Building Worksheet (Building)","5378 BROADWAY, Oakland CA 94618","Revision to Project RBC2600324",,
"06/15/2026","Incomplete Submittal","S2600052","(S) Sign Permit- New and Alterations","1991 MOUNTAIN BLVD, Oakland CA 94611","install signs for CVS",,
"06/15/2026","Permit Issued","RE2601462","(RE) - Electrical - 1 & 2 Unit Residential (Building)","2365 WILBUR ST, Oakland CA 94602","Replacing existing 90 amp rated and 60 amp rated with two 100 amp rated meter panels.",,
"06/15/2026","Intake-On Hold","RBC2601725","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","3231 WISCONSIN ST, Oakland CA 94602","Bathroom and kitchen remodel convert walking closet into master full bathroom 45SQF . Replace  2 windows like for like no wall changes, replace a french door to patio, replace 100AMP main electrical service , add a sub panel , paint outside.",,
"06/15/2026","Inspections - In Progress","SL2601155","(SL) - Sewer Lateral (OPW)","5339 LAWTON AVE, Oakland CA 94618","Repair/replace sewer lateral and EXCAVATE in PUBLIC RIGHT-OF-WAY. Overflow device may be needed.  If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.  Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov.",,
"06/15/2026","Inspections - In Progress","SL2601153","(SL) - Sewer Lateral (OPW)","2920 76TH AVE, Oakland CA 94605","Repair/replace building sewer ON PROPERTY ONLY. SL & X required beyond PL. Overflow device may be needed. If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. USA # and date must be provided in order to have a permit issued. Permit valid for 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.",,
"06/15/2026","Intake-On Hold","RBC2601707","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","1950 103RD AVE, Oakland CA 94603","To Replace expired permit RBC2401859. To Complete Permits RB0902593 remodel kitchen/bath to abate 0904579 and RB1303377 comply with complaint #1304355; remove unapproved roof at right side of building. Repair and restore the front porch to it's ""1998"" design; Remove detached patio lower at rear left, reduce shed at rear left to 120 sq ft. and remove electrical, remove overhang on right side of house, install handrail for front porch, correct stair rise for porch on right side. - Install smoke and CO detectors",,
"06/15/2026","Created","RE2601477","(RE) - Electrical - 1 & 2 Unit Residential (Building)","3001 RAWSON ST, Oakland CA 94619","replacing 100amp zinco sub panel to a 200 amp semions sub panel",,
"06/15/2026","Final","RE2601476","(RE) - Electrical - 1 & 2 Unit Residential (Building)","122 BUCKEYE AVE, Oakland CA 94618","Install 15amp 240v heat pump water hearer disconnect.",,
"06/15/2026","Complete","BW26001855","(BW) - Building Worksheet (Building)","5540 ASCOT DR, Oakland CA 94611","Bathroom Remodel. Keeping existing tub, tiling shower stall, new double sink vanity.",,
"06/15/2026","Final","RM2600754","(RM) - Mechanical - 1 & 2 Unit Residential (Building)","933 56TH ST, Oakland CA 94608","Install new heat pump, replace furnace with air handler in same location, install single head minisplit",,
"06/15/2026","Intake-On Hold","RBC2601724","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","5872 OCEAN VIEW DR, Oakland CA 94618","Replace existing deteriorating concrete stair, walkway and garage retaining wall. Concrete finish on porch to be replaced with brick to match house pilasters in single family dwelling. DRX260576.",,
"06/15/2026","On Hold","RBC2601723","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","6400 HEATHER RIDGE WY, Oakland CA 94611","At existing single-family dwelling: Foundation replacement underpinning and grade beam. No related MEP's.",,
"06/15/2026","On Hold","B2601722","(B) - Building Alteration - 3+ Residential Units or Commercial (Building)","534 23RD AVE, Oakland CA 94606","Repair a wood truss chord damaged by a forklift at existing warehouse.",,
"06/15/2026","On Hold","RBC2601721","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","784 65TH ST, Oakland CA 94609","At a 2-floor story existing single-family dwelling: Foundation repair per plans.",,
"06/15/2026","Routing - Completed","RBC2601720","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","32 EVIREL PL, Oakland CA 94611","At rear left side of existing SFD demolish detached garage and rebuild new garage with 112sf expansion for a new 396sf garage.  New garage will have new slab, skylights, windows, and ceramic tile gable roof.  New footing at main house and slab at crawlspace near garage.  New stairs and paths at front of house.  Includes all related electrical.  Includes lead-based paint abatement. DRX251704",,
"06/15/2026","Permit Issued","RBC2601719","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","11058 ROBLEDO DR, Oakland CA 94603","Seismic strengthening of underfloor area to reduce risk of damage per Plan Set A. Permit shall be finaled within 1 year per Oakland Ord. 12812CMS",,
"06/15/2026","Permit Expired","OB2600729","Obstruction","3705 MAYBELLE AVE, Oakland CA 94619","PG&E PM35711074: Replace joint poles set in same hole in Loc. 1, 3 , tx's, transfer streetlight & associated equipment.Reserve 20 (500') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.Block 6'x10' portion of s/w. Leave 5.5’ clear for pedestrian access, except as otherwise noted on TCP/X permit. Ensure that environmental controls are in place to prevent dust/debris/waste water from contaminating environment.",,
"06/15/2026","Intake - On Hold","X2600489","DOT - Excavation (X)","50 8TH ST, OAKLAND CA 94607","Cahill Construction PM 50  8th St; Related Permit: PX2400015; Trenching for we utilities - 2 DW lines + FW line.  Trenching 15' x 6' x 7'.  Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. SCHEDULE INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/15/2026","In Review","X2600488","DOT - Excavation (X)","2447 SCOUT RD, Oakland CA 94611","PG&E PM 35720127-PG&E to install OH transformer and secondary breakers.  Utility Excavation Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. SCHEDULE INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/15/2026","Inspections - In Progress","SL2601151","(SL) - Sewer Lateral (OPW)","3831 35TH AVE, Oakland CA 94619","Repair/replace sl and EXCAVATE . Overflow device may be needed. If working within 15' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 180 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance. Permit valid 180 days. PRIOR TO START, please schedule your inspection via the contractor's mobile app: https://citygovapp.com/app/opwirprod.htm USA#",,
"06/15/2026","Permit Issued","RBC2601717","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","5511 THOMAS AVE, Oakland CA 94618","At existing single-family dwelling to replace 9 retrofit windows. No change to header size or layout. No related MEP's. DRX260801.",,
"06/15/2026","Minor Engineer of Day Review","RBC2601716","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","2939 57TH AVE, Oakland CA 94605","At single-family dwelling: Interior plaster wall removal, adding insulation, and installing dry wall on interior walls in the living room, dining room, two bedrooms, two closets, and laundry room. Project to include converting existing closet into a half-bathroom. No wall layout changes or windows. To include related plumbing. Related electrical covered under separate permit.",,
"06/15/2026","Permit Issued","RE2601469","(RE) - Electrical - 1 & 2 Unit Residential (Building)","3651 MAPLE AVE, Oakland CA 94602","At unit addressed 2966 Florida St: replace knob and tube wiring",,
"06/15/2026","In Review","X2600487","DOT - Excavation (X)","15 SOMERSET RD, Oakland CA 94611","PG&E PM 35718826-PG&E to replace joint pole in same hole set, OH transformer, OH services, riser, install OH messenger and down guy. Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. SCHEDULE INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/15/2026","In Review","X2600486","DOT - Excavation (X)","2111 TUNNEL RD, Oakland CA 94611","Cablecom PM JB2633984 - PMR. This project proposes to replace an existing CATV vault with a new CATV vault along Tunnel Rd. Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. SCHEDULE INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/15/2026","Payment Received","CGS2601445","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","835 LISBON AVE, Oakland CA 94601",,,
"06/15/2026","Created","X2600485","DOT - Excavation (X)","1102 GRANDVIEW DR, Oakland CA 94603","Repair/replace water line and EXCAVATE in PUBLIC RIGHT-OF-WAY. Overflow device may be needed. If working within 15' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 180 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance. Permit valid 180 days. PRIOR TO START, please schedule your inspection via the contractor's mobile app: https://citygovapp.com/app/opwirprod.htm USA#",,
"06/15/2026","Final","LBP2600105","(LBP) - Lead Based Paint (Building)","112 ROSS CIR, Oakland CA 94618","Prepare and paint entire exterior of 2,690sqft house.",,
"06/15/2026","Review - Completed","M2600753","(M) - Mechanical - 3+ Residential Units or Commercial (Building)","2438 35TH AVE, Oakland CA 94601","Requesting Mechanical plan check for B2600878 - 2438 35th Ave.",,
"06/15/2026","Pending - Incomplete","BW26001849","(BW) - Building Worksheet (Building)","1028 85TH AVE, Oakland CA 94621","To legalize a detached storage built in 2014  10'X20' equal to 200' Square feet.In rear detached garage, legalize storage of 200sf behind the garage. No related MEP's. ZW2601329. To partially abate code enforcement No 2602035.",,
"06/15/2026","Intake - Completed","X2600484","DOT - Excavation (X)","1300 CLAY ST, Oakland CA 94612","Bess PM 1300 Clay St: We Bess Testlab, Inc has been subcontracted by VST Engineering for our potholing services. We will be potholing to identify underground utilities for engineering & design purposes.  Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. SCHEDULE INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/15/2026","In Review","X2600483","DOT - Excavation (X)","3555 BUTTERS DR, Oakland CA 94602","PG&E PM 35701551-PG&E to replace OH secondary, OH service and install anchor.  PG&E to trim/remove vegetation.  Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. SCHEDULE INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/15/2026","Permit Issued","RE2601467","(RE) - Electrical - 1 & 2 Unit Residential (Building)","5816 ADELINE ST, Oakland CA 94608","Upgrade existing MSP to 400A MSP in same location. Includes additional meter.",,
"06/15/2026","Permit Issued","OB2600728","Obstruction","1401 JACKSON ST, Oakland CA","Reserve 2 METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. No impact on traffic lane or sidewalk allowed, except as noted except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021. For",,
"06/15/2026","Permit Issued","OB2600727","Obstruction","1401 JACKSON ST, Oakland CA","Reserve 2 METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. No impact on traffic lane or sidewalk allowed, except as noted except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021. For",,
"06/15/2026","Pending - Incomplete","BW26001848","(BW) - Building Worksheet (Building)","1028 85TH AVE, Oakland CA 94621","To legalize an existing detached ADU of 400' Square feet located in the back yard.In rear detached garage conversion, legalize Jr ADU of 400sf, 2 bedrooms, 1 bathroom. All related mechanical, electrical, plumbing included. New address to be 1026 85th Ave. To partially abate code enforcement #2602035.",,
"06/15/2026","Plan Review In Progress","RBC2601715","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","6983 ELVERTON DR, Oakland CA 94611","At rear of existing SFD main level remove and replace 354sf deck in the same location and size.  No interior work.  No MEP. DRX260275",,
"06/15/2026","Permit Issued","CGS2601444","DOT - Curb Gutter Sidewalk Provisional Certificate","2229 88TH AVE, Oakland CA 94605",,,
